approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.005185041,0.10918903,1360.3214285714287,55.45434217857142,0.3088840842247009,232,1,2.885296,-0.006968448,1024,92.45597577095032,21504,0.0018401343
0.09713662,0.48378596,451.27,172.98012388000004,0.8468626588582993,265,100,2.1394048,-0.033879116,102400,8078.29231095314,2150400,0.111430705
0.09039097,0.4519004,603.81,342.29554376999994,0.9156341031193733,267,200,1.8029779,-0.029482977,204800,16201.05030798912,4300800,0.1720965
0.0889407,0.40390942,648.7,398.97079584999994,0.9303063601255417,255,300,1.6936607,-0.021051094,307200,24537.33354830742,6451200,0.29068264
0.10667115,0.3998014,826.21,570.0405410999999,0.9292197898030281,268,400,1.5066242,-0.023710638,409600,32726.69921064377,8601600,0.3627992
0.13743953,0.33542594,899.4,736.6058745199999,0.9465725049376488,269,500,1.1169003,-0.015600915,512000,40849.21372771263,10752000,0.4801341
0.121687494,0.32482338,1511.25,1296.32661304,0.9600607082247734,258,600,1.2199345,-0.012528494,614400,49101.37454557419,12902400,0.51306105
0.09222784,0.31766176,1114.75,1015.8311167999999,0.9528307132422924,272,700,1.1177615,-0.015472232,716800,57131.303787231445,15052800,0.43688944
0.07173395,0.26991877,1134.19,1067.76149034,0.9698959775269032,269,800,0.87230545,-0.014203858,819200,65262.17087721825,17203200,0.4447355
0.058343887,0.26421422,1384.88,1486.7969108099996,0.9549262411892414,268,900,0.91678715,-0.011337667,921600,73303.34652352333,19353600,0.5745163
0.057396907,0.28848904,1055.63,838.5463378200001,0.9507231190800667,268,1000,0.95797324,-0.016018312,1024000,81362.51988554001,21504000,0.5059522
