r,l,t
93.990095,2928,37.825743
84.990086,2976,84.849699
218.99022,1780,105.06179
152.990154,988,129.199211
103.990105,661,137.445294
-1.01,296,140.881383
77.990079,584,147.702996
3.990005,855,157.312677
189.990191,1124,170.445042
183.990185,847,191.63434
81.990083,1022,202.945929
260.990248,1152,215.705934
92.99,696,223.401275
507.990463,1469,251.602663
261.990263,812,260.600248
102.99,244,263.316741
156.990108,481,268.714496
785.990392,2123,303.997516
22.990012,352,307.914991
156.990099,306,311.3548
115.990117,736,319.62836
43.990045,373,323.853205
9.990011,234,326.485571
32.990034,183,328.533593
-0.009999,217,330.965765
-1.01,177,332.965633
-1.01,241,335.677216
-1.01,184,337.72984
100.990087,1667,368.124467
83.99,215,370.609787
88.99,543,376.875156
48.99,201,379.208866
27.99,203,381.509128
434.990409,1724,401.060698
4.990006,213,415.304811
16.990018,194,417.455177
12.990014,302,420.850425
8.99001,215,423.37258
168.99017,525,429.345342
268.99027,558,435.590874
123.990125,525,441.580388
184.990186,558,447.898741
418.99042,1001,459.137056
287.990283,700,478.574111
60.99,308,482.007526
54.99,220,484.425841
480.990452,1143,497.228293
285.990275,642,504.364017
61.99,431,509.113862
215.990138,542,515.138453
780.990411,833,536.049199
21.990023,226,538.554926
-1.01,304,541.929084
200.990202,470,547.134809
0.990002,250,549.906852
38.99004,348,553.737852
-1.01,222,556.157984
-1.01,262,559.048895
178.990094,2116,594.072516
86.99,197,596.317352
62.99,191,598.497677
610.990418,1600,616.526966
30.990016,202,618.834974
55.990029,356,622.94138
-1.01,260,625.914619
-1.01,361,630.03373
128.99013,655,649.24723
217.990219,616,656.24691
-1.01,266,659.367084
61.990063,256,662.306572
30.990032,282,665.611203
55.990057,425,670.579873
407.990409,837,680.085208
35.990037,218,682.546591
183.990185,667,701.805026
202.990204,495,707.404726
618.990618,1143,720.170535
62.99,274,723.24148
70.99,258,726.106221
431.990417,977,737.071232
326.99031,762,745.461452
106.99,254,760.01134
154.990128,445,764.99819
440.990442,796,773.846
156.990158,485,779.185287
0.990002,284,782.31848
44.990046,266,785.242682
0.990002,354,789.304424
8.99001,170,791.202636
144.99012,1107,803.5162
51.99,309,818.857239
68.99,215,821.255991
85.99,446,826.31077
10.99,172,828.253707
426.99041,1408,844.083362
146.990148,1046,856.191004
108.99011,330,859.998314
85.990087,331,875.556707
37.990039,216,878.03073
42.990044,279,881.247057
60.990062,309,884.849451
80.990082,396,889.481402
10.990012,225,892.080562
-0.009999,223,894.700756
-1.01,200,897.039508
198.9902,451,902.214911
278.99028,568,908.729819
110.990112,352,912.671457
398.9904,751,921.192395
167.990169,481,938.421758
258.99026,485,943.924088
233.990233,521,949.7722
22.99,173,951.730414
71.99,302,955.099364
41.99,240,957.777474
458.990448,803,966.612265
277.990279,510,972.269017
72.99,229,974.869209
53.99,237,977.577726
158.990135,530,995.161856
705.990371,628,1002.119834
443.990223,432,1006.873886
49.990051,269,1009.929164
163.990129,1076,1021.887108
75.99,195,1024.079402
40.99,217,1026.579925
59.99,218,1029.061913
487.990439,1412,1056.66945
229.990231,1044,1068.761343
176.990178,423,1073.678034
131.990133,465,1079.131122
56.990058,273,1082.501408
131.990133,314,1086.321142
182.990184,419,1091.312221
26.990028,280,1094.898209
2.990004,864,1117.409451
-1.01,345,1121.879291
-1.01,259,1125.003543
27.990029,330,1128.879368
396.990398,1240,1143.781813
168.99017,398,1148.391175
226.990228,436,1153.553943
35.990037,168,1155.478419
15.990017,197,1169.240804
179.990181,474,1174.730168
308.99031,577,1181.307899
255.990257,524,1187.321254
282.990254,623,1194.704443
80.99,220,1197.208258
376.990336,814,1206.87699
86.990088,240,1210.423373
41.990043,198,1213.331304
267.990259,564,1233.87339
86.99,283,1237.935353
196.990142,561,1246.131258
359.990361,665,1255.991543
65.990067,208,1259.122947
158.99016,511,1266.50857
42.990044,451,1273.323024
150.990134,1045,1288.807133
47.99,211,1304.083187
49.99,235,1307.494643
76.99,205,1310.529287
68.99,344,1315.890365
620.990435,1456,1338.146322
283.990144,544,1346.387248
234.990236,840,1359.079145
-1.01,209,1362.355685
1.990003,191,1377.006667
55.990057,253,1380.067094
190.990192,581,1387.013411
281.990283,764,1395.994503
466.990468,1569,1414.367846
71.99,240,1417.175962
4.99,172,1419.199338
53.99,261,1422.208438
455.990457,787,1442.7325
548.99055,983,1453.758605
456.990448,805,1462.633286
75.99,244,1465.34069
50.99,222,1467.801032
45.990032,244,1470.532393
92.990094,224,1473.023586
205.990207,444,1477.934363
81.990083,263,1480.881536
137.990139,320,1496.253892
183.990171,594,1502.895751
104.99,325,1506.516423
170.990138,496,1512.059389
431.990433,701,1520.036908
164.990166,395,1524.479409
351.990173,1280,1539.218882
68.99,280,1554.123487
65.99,168,1556.147209
477.990452,1478,1573.4294
218.99022,891,1583.920978
154.990156,430,1588.87835
34.990036,251,1591.776805
53.990055,280,1595.092324
143.990145,388,1611.31332
334.990336,764,1620.261698
54.990056,257,1623.278803
362.990364,1343,1638.903346
68.99,240,1641.684783
57.99,232,1644.350791
52.99,289,1647.713848
16.99,217,1650.301703
46.99,228,1652.951073
432.990434,771,1673.208269
168.99017,304,1676.573853
185.990187,401,1681.093162
210.990212,429,1685.849313
29.990031,170,1687.770855
198.9902,408,1692.285888
248.99022,615,1699.080331
59.99,223,1701.580372
61.99,244,1704.262239
501.990503,822,1713.298852
231.990223,489,1730.461284
124.99,254,1733.343709
199.990154,422,1738.167158
351.990353,650,1745.462801
62.990064,259,1748.456309
159.990161,391,1753.004031
41.990043,261,1756.065144
132.990134,823,1765.467786
86.99,237,1768.221599
57.99,214,1770.702615
48.99,188,1772.919668
55.99,190,1786.775958
642.990457,1540,1804.693237
734.990368,805,1814.285345
-2.01,169,1816.333405
60.990062,260,1819.421489
95.990097,235,1822.1872
96.990098,364,1826.44234
179.990181,412,1831.187753
57.990059,372,1847.148448
6.990008,221,1849.777488
39.990041,246,1852.647137
14.990016,209,1855.085339
45.990047,301,1858.604989
381.990383,1299,1873.580564
416.990418,650,1881.054802
73.990075,220,1883.565627
328.99033,604,1890.430026
412.990414,642,1909.350863
223.990217,475,1914.565472
106.99,259,1917.486489
423.990387,746,1925.750483
362.99034,716,1933.781717
62.99,246,1936.579504
44.99,254,1939.474635
157.990139,425,1944.173308
396.990398,945,1966.529294
196.990198,501,1972.253267
38.99004,222,1974.854222
-1.01,253,1977.768135
164.990134,1097,1990.337216
55.99,370,1994.68187
