approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.0014710225,0.03512296,916.4583333333334,3.8216666666666685,-0.46075761318206787,316,1,3.043118,-0.0018384478,1024,71.11368823051453,22528,0.008646806
0.0041707624,0.23925778,2056.17,220.71580000999998,0.945324644446373,329,100,2.6425955,-0.015029463,102400,6862.27387046814,2252800,0.053715635
0.0055488036,0.26342767,2525.21,282.9738,0.9492088481783867,334,200,2.4000242,-0.015319536,204800,13609.278119325638,4505600,0.06717131
0.007866602,0.31863686,3089.12,594.0714999999999,0.9470984451472759,335,300,2.2728727,-0.020317985,307200,20349.648018360138,6758400,0.072682425
0.011496886,0.36756477,4142.74,1136.7088999999999,0.9549679383635521,334,400,1.856143,-0.022125117,409600,27073.386157512665,9011200,0.092137784
0.013028726,0.34376088,4326.88,1268.79239998,0.9653559923171997,334,500,1.6951089,-0.020423885,512000,33799.81531882286,11264000,0.08214921
0.014452061,0.35252786,4585.12,1388.9124999999997,0.970895741134882,336,600,1.6948235,-0.021717327,614400,40509.57812190056,13516800,0.0716242
0.012314433,0.3382123,4609.77,1439.6735999999999,0.942964568734169,336,700,1.7703532,-0.018537462,716800,47216.54888224602,15769600,0.15097181
0.012315983,0.3240413,5654.07,2142.2716999,0.9452799148857594,337,800,1.920559,-0.01806057,819200,53916.49421453476,18022400,0.13450214
0.010475486,0.32422996,5535.84,2107.59219986,0.8862930163741112,335,900,2.0745034,-0.018147593,921600,60632.09010601044,20275200,0.27405164
0.010803078,0.32048994,5373.83,2111.6939999,0.8987117931246758,336,1000,2.0714195,-0.016584275,1024000,67328.99025321007,22528000,0.30268684
0.011245395,0.3206787,5542.55,2193.3933999799997,0.9235762432217598,337,1100,1.9959407,-0.017368125,1126400,74025.94369482994,24780800,0.25069112
0.010927823,0.313754,6950.46,2719.45269998,0.9338666051626205,325,1200,2.1541142,-0.01892728,1228800,80751.35798978806,27033600,0.2368958
0.012250057,0.30993643,6476.43,2745.8715997999993,0.9519479796290398,336,1300,2.0344546,-0.017478768,1331200,87445.872017622,29286400,0.19333066
0.011301531,0.30170256,6665.31,2938.3511997,0.9557110369205475,336,1400,2.0141575,-0.016892184,1433600,94253.79627609253,31539200,0.20491171
0.012615244,0.25743523,7426.94,3596.6090997799993,0.9599801078438759,337,1500,1.907423,-0.012514003,1536000,100940.32239151001,33792000,0.45347595
0.012478046,0.2984174,7781.9,4097.64949998,0.9640369489789009,338,1600,1.7843989,-0.013847772,1638400,107619.67435002327,36044800,0.41943696
0.015363,0.31616217,7859.3,3886.488499779999,0.9647584781050682,338,1700,1.8900514,-0.01409664,1740800,114290.4054453373,38297600,0.2586645
0.010577851,0.25691366,8064.3,4307.868599779999,0.9720210712403059,338,1800,1.7084789,-0.010250804,1843200,120998.15879702568,40550400,0.4339357
0.010328866,0.25668058,8158.21,4533.58769976,0.968001265078783,338,1900,1.6091766,-0.013140803,1945600,127686.90378499031,42803200,0.5071757
0.01156176,0.2714954,8295.68,4710.328599879999,0.962092500180006,335,2000,1.6779717,-0.012251356,2048000,134414.11432886124,45056000,0.61634034
0.011396565,0.2538508,7514.55,3933.729799999999,0.9681180641055107,336,2100,1.649873,-0.012369396,2150400,141107.41446781158,47308800,0.59333056
0.013038507,0.29379013,8079.63,4317.0680999,0.9832340832799673,316,2200,1.6836308,-0.013361515,2252800,147873.09073233604,49561600,0.29667744
0.014753185,0.30639642,8877.89,5037.586299879999,0.988119263201952,335,2300,1.5465028,-0.015223141,2355200,154576.3981025219,51814400,0.15263389
0.012004959,0.25531566,8466.13,4991.167899699999,0.9779932927340269,336,2400,1.3495256,-0.012194856,2457600,161339.11153125763,54067200,0.365746
0.013098818,0.2711071,9349.38,5519.0651,0.9847786175087094,324,2500,1.4920493,-0.012228781,2560000,168063.19090247154,56320000,0.250854
0.011973621,0.263006,9029.93,5350.825,0.9812527131289244,338,2600,1.4007506,-0.011644889,2662400,174761.36958312988,58572800,0.30497566
0.014472529,0.27314898,8679.32,5065.487099899999,0.9831857774406672,337,2700,1.3262503,-0.011836414,2764800,181444.18849086761,60825600,0.2693661
0.012396423,0.26283956,8762.12,5225.4254998999995,0.9843932231888175,336,2800,1.309315,-0.011743939,2867200,188125.96828460693,63078400,0.29515055
0.013971485,0.28255954,8780.87,5153.385599899999,0.973894514143467,336,2900,1.4005606,-0.014381291,2969600,194809.24917650223,65331200,0.27216795
0.01450991,0.27661136,9187.22,5519.644699899999,0.9831499233841896,338,3000,1.3728333,-0.011544769,3072000,201485.40169286728,67584000,0.25963408
0.013138582,0.25446114,8580.16,5055.148299999999,0.9875813722610474,338,3100,1.2789026,-0.011826683,3174400,208196.26924037933,69836800,0.28666604
0.016201237,0.30596355,8683.01,5143.944299959999,0.9847441939637065,336,3200,1.4752159,-0.012374559,3276800,215066.59996938705,72089600,0.21074218
0.014552096,0.2849121,9132.91,5348.4053999,0.9825054705142975,337,3300,1.3812287,-0.01402515,3379200,221792.09568810463,74342400,0.26775193
0.012902926,0.26181862,9042.54,5314.286299879999,0.972355442121625,336,3400,1.4458565,-0.010125709,3481600,228571.9759373665,76595200,0.44568858
0.016279953,0.2814165,8643.31,4887.792199899998,0.9806092288345098,338,3500,1.3874398,-0.013017093,3584000,235332.21113991737,78848000,0.3430011
0.011896739,0.24884582,9152.5,5262.471799999999,0.9815979152917862,317,3600,1.3001318,-0.0113894595,3686400,242126.20270061493,81100800,0.33078426
0.012819339,0.25564858,9305.32,5476.744600000001,0.9821633342653513,338,3700,1.2773131,-0.011542707,3788800,249115.16912174225,83353600,0.3686369
0.013805541,0.25922185,9750.7,5527.801899980001,0.9877080665901303,318,3800,1.2359663,-0.011514815,3891200,255880.1238014698,85606400,0.23705043
0.015600655,0.2653032,9352.56,5267.0667999,0.9887598361819983,338,3900,1.2362388,-0.012141871,3993600,262633.05221533775,87859200,0.20001559
0.013515008,0.282393,9673.7,5567.391099960001,0.9909039065241814,338,4000,1.403502,-0.012545061,4096000,269292.89635276794,90112000,0.10507403
0.011169718,0.23460808,8938.42,5098.407399999999,0.9750671610236168,337,4100,1.2723349,-0.009493035,4198400,275955.45514559746,92364800,0.482361
0.012591489,0.2522971,9566.62,5628.0843999,0.9797469340264797,337,4200,1.310712,-0.010636513,4300800,282622.88033652306,94617600,0.35947138
0.014940579,0.26942027,9849.02,5731.16439978,0.9881917191669345,339,4300,1.3734779,-0.013489288,4403200,289396.9493303299,96870400,0.16945595
