r,l,t
294.99,890,18.127153
327.99,626,27.820157
-1.01,498,35.323383
44.99,260,39.048906
105.99,716,49.477163
102.99,347,54.480802
71.99,382,60.195385
2249.99,1313,101.111224
20.99,629,110.306477
23.99,510,117.639271
49.99,344,122.613999
22.99,732,133.066084
40.99,552,141.030633
1148.99,408,212.102204
3380.99,588,220.540189
207.99,818,232.21131
1.99,258,235.943205
62.99,805,247.506594
39.99,408,253.369466
71.99,840,265.399416
31.99,381,294.187048
14.99,350,299.190901
43.99,384,304.662926
23.99,574,312.871098
1639.99,1100,328.502188
-1.01,413,334.401675
24.99,380,339.742195
26.99,373,345.137561
33.99,358,350.323009
17.99,448,378.518473
28.99,695,388.47825
-1.01,677,398.330665
43.99,358,403.494198
30.99,206,406.479006
30.99,204,409.504047
24.99,155,411.74637
54.99,319,416.344939
57.99,244,419.846221
17.99,247,423.556933
10.99,163,425.925371
46.99,323,430.73859
33.99,219,455.921607
41.99,357,461.233387
50.99,238,464.675001
28.99,185,467.361624
61.99,340,472.276134
66.99,427,478.548752
28.99,265,482.413662
100.5,1101,498.505447
206.99,645,508.088036
479.99,867,543.049987
52.99,1077,558.68568
139.99,778,569.931241
56.99,281,573.989577
97.99,1032,588.653559
2247.99,410,594.602688
42.99,364,621.640389
-1.01,273,625.502544
31.99,452,631.950205
42.99,419,637.964635
0.99,282,642.016472
-1.01,269,645.878351
26.99,478,652.788871
29.99,326,657.432171
8.99,308,661.810606
2287.99,383,667.288839
2244.99,468,674.037534
110.99,736,706.385646
26.99,412,712.210645
50.99,614,720.966063
18.99,423,726.992324
52.99,351,731.949186
47.99,391,737.490391
59.99,917,750.609589
53.99,345,755.62128
25.99,685,787.15756
1648.99,380,792.526813
4.99,1136,808.596281
43.99,873,820.921576
29.99,352,825.943115
362.99,1042,862.471942
274.99,940,875.695504
241.99,1956,903.571076
123.99,1155,941.799316
2222.99,313,946.314167
32.99,437,952.652877
2.99,652,961.937361
47.99,443,968.276091
52.99,581,976.616699
43.99,634,985.589509
1098.99,259,989.344509
3367.99,536,1018.094383
201.99,805,1029.545531
39.99,373,1034.905653
