r,l,t
244.99,802,17.106353
222.99,458,24.164703
178.99,655,34.142494
43.99,325,38.875873
113.99,553,46.995939
150.99,963,61.049199
16.99,651,92.55206
2267.99,664,101.979551
50.99,379,107.512362
-1.01,348,112.532413
57.99,401,118.316665
18.99,316,122.913035
63.99,573,131.105772
1126.99,334,135.921509
3405.99,587,144.428142
111.99,741,220.289577
37.99,667,229.850282
39.99,676,239.444166
34.99,347,244.475746
58.99,762,255.395172
39.99,345,260.371444
70.99,797,295.134459
47.99,623,303.989581
32.99,342,308.90402
1626.99,1077,324.293664
49.99,480,331.10679
46.99,444,337.402174
25.99,745,348.09252
10.99,271,351.98244
-1.01,223,377.015847
12.99,452,383.385708
12.99,391,389.025017
36.99,287,393.241342
48.99,268,397.104803
46.99,261,400.851543
-1.01,118,402.584235
48.99,285,406.761739
34.99,199,409.711214
57.99,346,414.744336
35.99,357,419.880461
12.99,175,422.546505
87.99,576,431.004535
8.99,126,432.89259
49.99,571,463.233981
43.99,259,466.961398
37.99,253,470.67527
54.99,347,475.81441
100.5,1081,491.544341
270.99,837,503.951541
368.99,704,514.574274
-1.01,302,540.929101
20.99,263,544.646397
131.99,507,552.260528
93.99,669,561.84373
1250.99,1273,580.046305
1156.99,428,586.170041
-1.01,358,591.275465
53.99,612,621.913888
30.99,341,626.755111
26.99,334,631.548499
29.99,499,638.688176
8.99,254,642.33516
4547.99,763,653.268065
125.99,661,662.70265
32.99,365,667.940992
46.99,653,699.297972
72.99,974,713.120538
61.99,419,719.073021
29.99,542,726.793376
51.99,766,737.631271
21.99,432,743.817858
2.99,293,748.009464
1658.99,1541,791.776524
16.99,484,798.629145
33.99,561,806.581881
23.99,702,816.537507
38.99,813,828.103408
18.99,582,858.141923
-1.01,576,866.206323
4.99,247,869.686952
0.99,167,872.08208
26.99,449,878.52051
44.99,213,881.572291
46.99,267,885.449793
42.99,412,891.285339
51.99,278,895.249108
15.99,393,900.872978
30.99,390,906.388479
50.99,209,909.418665
33.99,216,912.553705
37.99,268,938.135142
12.99,139,940.16504
55.99,267,943.973976
70.99,627,952.989378
51.99,428,959.096174
16.99,142,961.127536
32.99,294,965.384369
100.5,1130,981.466117
164.99,612,990.171388
316.99,463,1017.911242
232.99,900,1030.69443
91.99,341,1035.565708
206.99,1485,1056.662619
59.99,911,1069.731493
2237.99,383,1075.248531
-1.01,267,1100.064595
64.99,359,1105.210017
47.99,561,1113.232548
30.99,328,1117.89386
37.99,421,1123.926775
28.99,587,1132.318215
4504.99,789,1143.588944
131.99,1195,1181.8637
53.99,626,1190.874555
30.99,348,1195.834691
54.99,765,1206.733138
144.99,1536,1228.521704
39.99,424,1234.61366
1654.99,1733,1280.002657
19.99,408,1285.782838
16.99,284,1289.825835
24.99,421,1295.795441
19.99,272,1299.704623
48.99,568,1307.761182
6.99,554,1336.48144
48.99,470,1343.183655
52.99,264,1346.930875
44.99,293,1351.159041
60.99,244,1354.632029
20.99,525,1362.151299
12.99,270,1366.041651
29.99,279,1370.091398
16.99,168,1372.44235
56.99,609,1381.15746
35.99,268,1384.976754
27.99,271,1392.387543
40.99,347,1418.5353
29.99,341,1423.474789
53.99,262,1427.22761
75.99,402,1433.007753
14.99,178,1435.579586
100.5,1149,1452.007927
244.99,768,1462.914594
254.99,547,1470.611931
146.99,563,1499.589525
38.99,405,1505.404034
125.99,625,1514.322456
138.99,509,1521.56049
1161.99,995,1535.747898
1122.99,346,1540.620725
32.99,347,1545.562317
10.99,620,1554.52916
39.99,447,1581.748692
31.99,403,1587.562438
4.99,254,1591.183667
62.99,605,1599.82998
1155.99,359,1604.937117
3376.99,533,1612.516411
115.99,774,1623.493164
43.99,343,1628.365398
49.99,701,1659.353086
25.99,410,1665.190158
53.99,726,1675.49744
44.99,617,1684.296994
49.99,607,1693.002239
68.99,637,1702.026897
0.99,271,1705.89994
1693.99,1682,1750.877925
39.99,377,1756.300417
45.99,445,1762.596724
127.99,1239,1780.108058
30.99,207,1783.048679
28.99,199,1785.897843
76.99,334,1790.72591
47.99,301,1815.964333
48.99,471,1822.738524
21.99,304,1827.095874
31.99,224,1830.26103
29.99,190,1832.988268
31.99,372,1838.362853
49.99,288,1842.521946
52.99,226,1845.798327
46.99,415,1851.72319
45.99,292,1855.938551
69.99,565,1863.947966
14.99,270,1867.896403
100.5,1037,1903.381586
399.99,852,1915.533484
207.99,411,1921.376781
187.99,1005,1935.713069
58.99,254,1939.301491
156.99,991,1974.722394
82.99,960,1988.407631
2248.99,642,1997.526901
76.99,353,2002.606565
19.99,562,2010.624564
64.99,489,2017.662686
49.99,543,2025.40758
1117.99,423,2052.426457
3326.99,545,2060.148323
136.99,720,2070.314842
37.99,340,2075.143387
43.99,884,2087.690143
64.99,893,2100.346264
52.99,453,2106.872476
0.99,250,2131.376392
55.99,369,2136.588126
56.99,701,2146.636811
35.99,337,2151.457568
1378.99,432,2157.693743
264.99,1157,2174.096502
14.99,227,2177.369066
39.99,1429,2218.595559
22.99,396,2224.155523
31.99,453,2230.649282
22.99,425,2236.710036
10.99,554,2244.593773
14.99,474,2251.394721
34.99,230,2254.702924
56.99,278,2258.754657
17.99,145,2260.834998
80.99,336,2265.705764
-1.01,130,2267.588678
19.99,276,2292.506719
34.99,372,2297.789509
14.99,237,2301.203774
30.99,268,2305.012372
21.99,192,2307.803421
60.99,324,2312.380869
42.99,311,2316.870962
58.99,355,2321.960563
72.99,243,2325.392646
57.99,398,2331.09392
100.5,1093,2346.683157
391.99,971,2381.451486
158.99,434,2387.588565
72.99,452,2393.96316
86.99,928,2407.18604
95.99,334,2412.03155
76.99,352,2417.133439
65.99,358,2422.283454
2261.99,972,2456.894987
54.99,634,2465.923726
68.99,836,2477.869294
21.99,353,2482.944186
43.99,425,2488.975143
26.99,415,2494.85691
1126.99,346,2499.812137
3332.99,571,2528.840459
140.99,729,2539.252181
24.99,400,2544.914755
28.99,538,2552.58604
60.99,904,2565.314182
37.99,337,2570.163212
35.99,340,2574.987672
4.99,284,2579.099667
45.99,853,2612.27032
38.99,371,2617.497455
60.99,638,2626.577115
18.99,344,2631.426895
1631.99,1121,2647.414774
6.99,738,2657.989362
33.99,404,2684.718271
52.99,1105,2700.462015
39.99,568,2708.584557
-1.01,644,2717.797244
2.99,215,2720.865757
55.99,261,2724.661516
35.99,266,2728.446133
46.99,250,2732.072798
36.99,359,2737.22722
63.99,463,2764.666702
17.99,234,2768.014186
65.99,441,2774.315815
49.99,534,2782.013071
63.99,443,2788.263939
59.99,302,2792.563011
16.99,157,2794.845185
30.99,363,2799.984863
31.99,185,2802.644266
53.99,355,2807.734101
-1.01,256,2811.343026
100.5,926,2845.42963
114.99,572,2853.483618
264.99,428,2859.671898
272.99,848,2871.633138
70.99,422,2877.705301
95.99,427,2883.861508
110.99,449,2890.31582
2299.99,1204,2928.34049
40.99,297,2932.610669
14.99,300,2936.953813
72.99,628,2945.942725
