approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.048725996,0.21134053,1243.68,365.5556967,0.9595653638243675,272,3500,1.8087474,-0.0108370045,3584000,279354.5008010864,75264000,0.22876447
0.04654081,0.27044585,1015.24,356.0407947399999,0.969522200524807,269,3600,1.4471353,-0.010788125,3686400,287298.4308977127,77414400,0.20410402
0.048963085,0.24747346,996.84,484.7505971199999,0.9755375124514103,272,3700,1.4457769,-0.009904879,3788800,295235.2705760002,79564800,0.2259791
0.039979976,0.25826204,1012.4,378.3503881299998,0.9483426623046398,272,3800,1.3386364,-0.011441614,3891200,303167.3888618946,81715200,0.22125141
0.04082137,0.2575801,928.22,293.8505364399999,0.9544111602008343,268,3900,1.3189764,-0.009374757,3993600,311148.81098365784,83865600,0.2522774
0.048603375,0.25713053,1094.02,411.13058655999987,0.9639924988150597,271,4000,1.3295482,-0.00719923,4096000,319126.34466171265,86016000,0.2902049
0.044117514,0.25558037,1009.9,383.2803970799999,0.972978912293911,269,4100,1.1312258,-0.0067816903,4198400,327059.2998740673,88166400,0.23134571
0.03799866,0.24600075,909.11,387.75547369999987,0.947348702698946,270,4200,1.1431373,-0.008391317,4300800,335010.89928531647,90316800,0.2896364
0.035833802,0.23866875,882.14,390.3054538999999,0.9626583755016327,269,4300,0.97584933,-0.008916412,4403200,342924.30500745773,92467200,0.25776446
0.038820926,0.22603549,1877.19,621.3157801599998,0.975072156637907,272,4400,1.0070674,-0.00971915,4505600,350835.2049498558,94617600,0.2179851
0.0351778,0.21000732,1158.87,470.96572559999987,0.9757269211113453,271,4500,0.7678859,-0.0060284142,4608000,358756.4425356388,96768000,0.17672326
0.049511906,0.23218952,726.79,305.49519916,0.9681832268834114,267,4600,1.1722246,-0.0040365243,4710400,366654.5953376293,98918400,0.24679829
0.009032231,0.10132999,2713.32,127.69009963999997,0.9521239250898361,280,4700,2.4436047,-0.0030047914,4812800,374412.029995203,101068800,0.00063666387
0.041014805,0.2336309,689.43,312.22520870999995,0.8951895609498024,273,4800,1.4913067,-0.006902845,4915200,382292.35863280296,103219200,0.22217311
0.057335034,0.2513176,845.5,451.93549577,0.9468166008591652,273,4900,1.147351,-0.00731892,5017600,390199.4312880039,105369600,0.29423764
0.033267874,0.2336775,1300.45,444.6758926799999,0.9756690990179777,271,5000,1.1960388,-0.009628353,5120000,398165.7741625309,107520000,0.24847527
0.03896056,0.23980029,1020.5,435.14042301999996,0.9782397467643023,271,5100,1.1659176,-0.007501822,5222400,406156.6047112942,109670400,0.17051446
0.04058556,0.25296074,899.63,384.7504006999999,0.9770117923617363,271,5200,1.1280305,-0.0072347797,5324800,414075.5690112114,111820800,0.25508416
0.02784129,0.24203257,777.72,372.0854286699998,0.9532137289643288,272,5300,1.0833149,-0.008798095,5427200,422063.9048640728,113971200,0.32528618
0.026593884,0.21828492,974.71,530.3555233399999,0.9484360292553902,255,5400,1.0316063,-0.0061863395,5529600,430553.6929433346,116121600,0.3853494
0.029890247,0.16903837,828.38,300.12052686,0.9466963969171047,238,5500,1.5159863,-0.006283469,5632000,439089.89669275284,118272000,0.10887263
0.031202085,0.20847292,994.67,509.7757121899999,0.9826716035604477,271,5600,0.8926782,-0.0057701846,5734400,447134.73205780983,120422400,0.22898297
0.034168057,0.22896518,925.48,497.4004344199999,0.9520395137369633,271,5700,0.979074,-0.00806973,5836800,455042.5023508072,122572800,0.35067117
0.0283475,0.22043973,978.7,617.97065514,0.9514339715242386,273,5800,1.0358094,-0.008949182,5939200,463248.21796894073,124723200,0.43531272
0.035704587,0.21019344,1301.84,705.13067691,0.9704162087291479,272,5900,0.7630687,-0.0056388658,6041600,471365.8999695778,126873600,0.18585013
0.03926146,0.21792842,1278.13,713.9307120099999,0.9868449224159122,269,6000,0.72338605,-0.0038511995,6144000,479290.0110576153,129024000,0.20241393
0.038365368,0.2114955,1064.27,655.8857512499999,0.9873713692650199,271,6100,0.6968345,-0.0032582472,6246400,487209.26332592964,131174400,0.13694671
0.02976905,0.2158358,1037.41,626.94614593,0.9735063593834639,272,6200,0.89441663,-0.0055054356,6348800,495281.14019966125,133324800,0.32560822
0.037183374,0.22161758,941.82,383.99585331999987,0.9824939277023077,269,6300,0.9068382,-0.004276036,6451200,503272.44908356667,135475200,0.19525026
0.040468328,0.23263888,1262.33,718.85562543,0.9753798842430115,272,6400,1.0094625,-0.0054226643,6553600,511186.86982655525,137625600,0.32212004
0.03824725,0.22918206,987.32,433.58078063999994,0.9826686475425959,271,6500,0.9133513,-0.0065137926,6656000,519088.88631510735,139776000,0.17908172
0.038009554,0.22567876,1437.57,623.0360413699999,0.9720890261232853,272,6600,0.83965206,-0.005359951,6758400,526997.3033041954,141926400,0.3598269
0.037321214,0.21543269,1269.18,791.66623329,0.9810430873185396,271,6700,0.8797665,-0.0048386916,6860800,534905.4153013229,144076800,0.24973907
0.027340569,0.20419449,1557.38,512.0810332699999,0.9437803812325001,273,6800,1.0655305,-0.005277394,6963200,542813.8902955055,146227200,0.26762012
0.039062787,0.22901176,1076.33,583.3808436699998,0.9778464771807194,272,6900,0.9595097,-0.006970243,7065600,550771.8226695061,148377600,0.18204348
0.029040037,0.21706045,968.34,571.5203874899998,0.9739062935113907,270,7000,1.0411527,-0.0024057138,7168000,558695.3311054707,150528000,0.2671844
0.03210712,0.22211371,1118.41,566.3308545699999,0.9663670025765896,271,7100,1.0236828,-0.0074455966,7270400,566617.1875362396,152678400,0.4091498
0.03090454,0.21431667,1244.39,731.1008980600001,0.9712196234613657,238,7200,1.0095018,-0.0017762132,7372800,575277.3422548771,154828800,0.40097132
0.026477205,0.21690528,970.86,597.8412108299999,0.9837680868804455,239,7300,1.041021,-0.0057202335,7475200,584284.4046554565,156979200,0.24499746
0.028239904,0.20853472,1167.32,717.1855846900002,0.9791225418448448,269,7400,0.9383753,-0.004488356,7577600,593014.6580681801,159129600,0.16329326
0.03062935,0.21696736,1271.21,791.7606919200001,0.9814968593418598,271,7500,0.8994071,-0.0061056814,7680000,601427.210978508,161280000,0.22926636
0.03072779,0.21234812,1305.69,792.0009474200001,0.9803167134523392,271,7600,0.8594041,-0.0043693017,7782400,609332.2891163826,163430400,0.19336252
0.029594759,0.19208837,1275.55,737.6459957100001,0.9810771699994802,271,7700,0.81625897,-0.00546392,7884800,617237.4115800858,165580800,0.19346486
0.024956161,0.20624067,826.42,447.6606025499998,0.9692916832864285,271,7800,0.9295671,-0.0064726844,7987200,625217.1008582115,167731200,0.29234987
0.024274692,0.1990947,1650.84,828.1862479300001,0.9894453780725598,272,7900,0.9493111,-0.006250636,8089600,633101.7829716206,169881600,0.1239377
0.024785927,0.20693819,1318.4,891.9358409400002,0.9839640725404024,272,8000,1.0034894,-0.0050023547,8192000,641004.7932302952,172032000,0.2363031
0.028198509,0.20104778,994.59,564.4109967199998,0.9876995328813791,271,8100,0.9534897,-0.0055088154,8294400,648911.9751882553,174182400,0.18962926
0.028922908,0.20465966,1045.68,663.9804678099998,0.9793838541954756,238,8200,0.91869044,-0.0035060386,8396800,657515.0327379704,176332800,0.3559642
0.026528714,0.1995131,1312.3,855.5560297200001,0.9794675074517727,271,8300,0.9129974,-0.0048280386,8499200,666502.510253191,178483200,0.27038202
0.027418958,0.20496963,1225.56,600.2557804899998,0.9497338905930519,269,8400,0.9154399,-0.008913354,8601600,674421.9207909107,180633600,0.43563995
0.02956256,0.19873814,1381.07,859.35565111,0.9783331602811813,271,8500,0.75140977,-0.0049976227,8704000,682361.9396839142,182784000,0.2246498
0.025201784,0.20983683,1125.22,569.5259310799999,0.9609552323818207,272,8600,0.95856076,-0.007290848,8806400,690347.4568383694,184934400,0.32862493
0.02502913,0.19494055,1142.53,652.7414539699998,0.9755874294787645,271,8700,0.8788144,-0.0051722336,8908800,698295.5662312508,187084800,0.22732104
0.02951821,0.18782546,1315.68,831.1509177700002,0.9829063527286053,272,8800,0.8350203,-0.0048979227,9011200,706239.5825502872,189235200,0.21269108
0.021546984,0.14843747,743.47,224.18559114999996,0.968414556235075,278,8900,2.3383179,-0.0049967146,9113600,714065.0377914906,191385600,0.011038016
0.031530004,0.22496587,1244.86,476.4306298299998,0.9794726092368364,271,9000,1.1286396,-0.0074487594,9216000,721929.1885950565,193536000,0.105814286
0.007900284,0.16059032,2042.76,271.05053946,0.9795346073806286,279,9100,1.8790714,-0.0021688433,9318400,729712.0145475864,195686400,0.00028718138
0.039342497,0.20647319,1339.12,519.2208097399998,0.974224142730236,272,9200,1.2628974,-0.002548967,9420800,737669.3394970894,197836800,0.1525524
