approxkl,clipfrac,eplenmean,eprewmean,explained_variance,fps,nupdates,policy_entropy,policy_loss,serial_timesteps,time_elapsed,total_timesteps,value_loss
0.052243814,0.10390314,1443.4285714285713,94.990096,-1.2399983406066895,267,1,3.0831444,-0.00258627,1024,80.49323344230652,21504,0.07003789
0.05695116,0.31983188,377.83,4.7200051,0.846393495798111,273,100,2.7127247,-0.020973273,102400,8076.157551527023,2150400,0.0040644603
0.1254659,0.44446003,499.77,140.99010644999996,0.8573076575994492,270,200,2.1577988,-0.029967738,204800,16095.050635814667,4300800,0.085250564
0.068503655,0.43705043,566.9,109.42006518,0.7638965845108032,269,300,2.4831088,-0.027366823,307200,24078.690076351166,6451200,0.10225526
0.114140004,0.44466135,542.8,161.50011576,0.8892428502440453,259,400,2.1659932,-0.026600773,409600,32064.218902111053,8601600,0.12581299
0.09253841,0.4596664,652.4,151.815193,0.9016108140349388,268,500,2.0895605,-0.025972702,512000,40214.99261379242,10752000,0.0937651
0.06557163,0.3873545,535.34,149.11537871000002,0.8901773318648338,269,600,1.9736861,-0.017663406,614400,48424.60747361183,12902400,0.22332816
0.108546264,0.40437424,580.68,181.56046879,0.9241391643881798,268,700,2.0540683,-0.021444632,716800,56379.04423737526,15052800,0.16260049
0.095259726,0.33920822,656.17,192.67029627000002,0.9290133863687515,274,800,2.118686,-0.017753825,819200,64258.966255664825,17203200,0.10985728
0.099816166,0.396531,749.92,241.64073474000006,0.970268975943327,272,900,1.7711611,-0.020775903,921600,72181.97660899162,19353600,0.10688669
0.11960074,0.38315344,691.85,249.73033295000005,0.9000487327575684,265,1000,1.4086899,-0.017149856,1024000,80298.63602638245,21504000,0.20469177
0.09462938,0.36317274,734.35,252.54563351000004,0.9537602327764034,267,1100,1.7578936,-0.017499767,1126400,88441.74966049194,23654400,0.14914273
0.11125944,0.36228922,802.46,232.75068785,0.95820452272892,270,1200,1.577835,-0.016076555,1228800,96533.73218655586,25804800,0.14913823
0.10144046,0.36759055,710.75,239.48031308999998,0.9612608142197132,269,1300,1.6783258,-0.016166165,1331200,104672.16458678246,27955200,0.14842246
0.08146285,0.3659164,770.03,186.55047277000006,0.940056562423706,272,1400,1.6266055,-0.017673159,1433600,112576.18438220024,30105600,0.105059
0.095922805,0.38023937,755.5,260.085615,0.9555640891194344,270,1500,1.6518855,-0.01754844,1536000,120551.3371527195,32256000,0.1227704
0.08473451,0.27546805,658.26,317.13033872,0.9293125942349434,274,1600,1.5723,-0.014505534,1638400,128443.48272132874,34406400,0.16242023
0.07269109,0.34581158,726.01,276.79563735,0.9608038812875748,271,1700,1.4693761,-0.01578915,1740800,136403.0862045288,36556800,0.169995
0.105901934,0.36402547,839.27,299.10545559,0.960441954433918,270,1800,1.4607849,-0.015225074,1843200,144268.4298195839,38707200,0.13760404
0.12040299,0.37982085,850.85,264.8052207,0.9484108164906502,270,1900,1.2932016,-0.011239647,1945600,152162.67394280434,40857600,0.124640115
0.06835654,0.33406183,1173.72,376.48548245999984,0.9375310689210892,269,2000,1.5648214,-0.012896416,2048000,160139.3488125801,43008000,0.14694235
0.06959449,0.33220187,940.17,359.6909676999999,0.9637116156518459,272,2100,1.5404078,-0.015451205,2150400,168061.46384978294,45158400,0.17873615
0.04953147,0.32645097,921.12,420.55038578999984,0.9550593830645084,270,2200,1.6982385,-0.015248734,2252800,175976.46173882484,47308800,0.12999459
0.076529436,0.3409598,834.9,209.33559342000004,0.9574887007474899,268,2300,1.5123224,-0.011475485,2355200,183923.90827846527,49459200,0.15989316
0.049702644,0.2964256,643.44,303.49560151000003,0.9195404425263405,271,2400,1.3489257,-0.01408016,2457600,191880.0169517994,51609600,0.42464325
0.053627778,0.2781033,1082.03,376.48059317,0.9579699635505676,274,2500,1.5206423,-0.014741272,2560000,199829.78479099274,53760000,0.27071393
0.042334322,0.19731212,776.54,168.22027805,0.8968599513173103,278,2600,2.4363377,-0.008400461,2662400,207672.9953095913,55910400,0.057023406
0.072073705,0.3217851,1337.87,390.87527655999986,0.9400458373129368,271,2700,1.642445,-0.014084775,2764800,215525.93294215202,58060800,0.17211163
0.06252206,0.26474145,1036.26,244.49050855000002,0.9424212798476219,271,2800,1.8836957,-0.011788506,2867200,223479.3073451519,60211200,0.15404333
0.05524905,0.25623152,1023.36,433.40061449999985,0.9550462439656258,270,2900,1.5216541,-0.009837255,2969600,231416.24307274818,62361600,0.28951055
0.039506774,0.23687057,1139.8,488.9208504199999,0.967989843338728,270,3000,1.5000371,-0.011796043,3072000,239549.65411424637,64512000,0.2775104
0.043080688,0.2782894,853.81,375.7509660399999,0.9723822809755802,272,3100,1.3454927,-0.013532135,3174400,247480.08774089813,66662400,0.15343057
0.04598157,0.27235228,1207.45,344.64564666999996,0.9689890127629042,272,3200,1.4628782,-0.01122111,3276800,255635.56461071968,68812800,0.22119586
0.041216344,0.20458205,2174.09,143.01027519,0.9539274536073208,271,3300,2.0797842,-0.01200224,3379200,263522.78464818,70963200,0.026161216
0.055624876,0.2776227,903.94,258.71520159,0.9419381879270077,259,3400,1.611724,-0.0045460244,3481600,271409.2005388737,73113600,0.18022561
