r,l,t
527.96003,4029,75.785501
497.960031,4882,167.6314
495.960029,6673,289.242063
78.96,3051,343.823531
748.96003,7413,476.231332
663.96003,3478,536.989775
508.96003,3246,598.392351
508.96003,4071,667.517435
584.96003,3601,733.868327
666.96003,3779,802.935663
515.96003,3883,870.016399
508.960031,5151,966.363153
545.96003,3909,1033.451887
745.96003,2951,1086.988598
628.96003,4010,1159.581372
618.96003,3686,1227.42925
681.96003,4027,1300.163571
660.96003,4514,1379.760066
645.96003,4591,1463.902116
609.96003,5305,1558.200462
939.96003,3430,1618.452467
1604.960061,3080,1673.661943
1223.960056,3247,1730.945745
1521.960061,4520,1813.839966
1487.960061,3526,1875.494443
973.96003,3182,1932.097689
728.96003,3412,1995.513716
1478.96006,2635,2040.627734
1512.960061,5391,2136.336074
1428.960061,2463,2182.676857
1414.960061,2469,2225.53093
1172.960049,1922,2260.577691
1483.960061,2480,2307.139891
1448.960061,1828,2336.893606
1545.960061,4405,2418.777077
1462.960061,2733,2465.080556
1082.960044,2839,2517.051172
1467.960061,12490,2740.877769
1514.960061,4469,2823.459388
1519.960061,2115,2861.174281
1559.960061,4611,2942.106003
1462.960061,2428,2987.965826
1485.960061,3020,3042.327397
1381.960061,1638,3069.753311
1408.960061,2762,3120.246237
1533.960061,3634,3183.718548
1470.960061,2667,3233.111447
1519.960062,3745,3301.702676
1479.960061,2374,3343.350798
1402.960061,2660,3392.64569
1441.960061,2023,3429.140738
55.96,1356,3452.326891
1408.960061,3055,3507.394162
1489.960061,2406,3549.173407
179.960018,1528,3578.605629
108.96,3287,3636.652244
1552.960061,2961,3690.235433
1403.960061,2599,3735.147506
1478.960061,3782,3804.633774
1492.960061,2082,3841.813252
1427.960061,2609,3890.291375
1508.960061,2726,3936.731471
1475.960061,3718,4005.010479
1524.960061,3354,4064.343027
1565.960061,4506,4147.544707
1501.960063,1720,4175.987075
1635.960061,2915,4228.839812
1861.960088,3367,4288.293914
1559.960061,3860,4358.500615
1548.960061,5344,4453.70583
1481.960061,3100,4509.197646
1555.960061,2561,4557.115295
310.96,2419,4599.171907
1521.96006,3555,4664.919892
1619.960061,3604,4727.616849
1563.960061,1932,4762.581189
1600.960061,2028,4798.958225
1442.960061,2871,4851.241276
1484.960061,2925,4904.306254
1487.960061,2051,4941.281723
2141.960092,3814,5010.655677
1539.960061,2438,5053.078728
1468.960061,2889,5105.524622
1575.960061,3910,5176.251811
1509.960061,5959,5280.25669
1432.960061,3421,5344.093526
1557.960061,2207,5383.231868
1453.960061,1872,5417.399434
1524.960061,4286,5493.789624
1489.960061,2087,5531.395874
1528.960061,2237,5570.747945
1631.960061,3201,5627.899405
1563.960061,4464,5710.42736
1531.960061,2211,5749.475729
1743.960075,3762,5814.557616
2118.960092,2822,5866.114946
1627.960061,2869,5918.318035
1480.960061,4716,6004.372418
1629.960061,2738,6050.733231
2249.960091,4023,6123.246281
1557.960061,3493,6188.231457
2230.960092,3967,6259.999433
1544.960061,2716,6306.351555
2384.960092,4225,6381.771255
2125.960092,4501,6464.578538
1623.960061,2490,6507.657662
1650.960061,3043,6562.306698
2117.960092,2562,6610.309754
2108.960092,3723,6674.691827
1469.960061,2212,6713.785191
2150.960091,3454,6778.081756
1519.960061,3208,6835.066069
1883.960083,2085,6872.206978
607.960031,5148,6964.352647
2191.960091,4853,7052.335282
2066.960092,4424,7130.630248
2122.960092,3477,7191.664418
2347.960091,3540,7257.454223
2263.960092,3660,7320.735618
2201.960092,3217,7382.09634
2078.960092,2945,7435.88322
2087.960092,2579,7480.071648
2298.960092,3028,7534.517532
2337.960092,4413,7612.625782
