r,l,t
434.990031,860,15.055959
421.990031,951,33.108594
462.990031,917,51.527724
500.990032,767,67.76079
469.990031,893,85.112301
419.990031,948,103.917254
434.990031,808,119.238704
4.99,905,133.655375
464.990031,752,148.24895
439.990031,887,164.601933
55.99,1987,200.438339
27.99,651,213.58537
14.99,2605,258.393466
3.99,704,272.243281
523.99003,1908,306.898926
420.99003,1441,331.083446
475.990031,870,347.144482
63.99,960,364.809525
419.99003,1099,384.338871
456.99003,870,400.584751
435.99003,993,418.462654
435.990031,660,427.913414
26.99,2307,472.114726
60.99,655,481.502973
444.99003,1037,500.063036
498.99003,1458,528.209324
532.99003,2011,564.591825
239.990024,712,574.758634
45.99,725,588.780327
473.99003,781,603.741139
489.99003,901,620.383749
565.99003,1050,639.142762
446.99003,614,647.940922
478.99003,1387,675.015752
477.99003,779,689.897611
442.99003,771,700.945223
453.99003,816,716.461519
103.99,1328,739.032184
505.99003,1687,770.496679
474.99003,781,785.495855
462.99003,1890,820.227237
472.99003,711,830.523901
450.99003,779,845.466645
449.99003,723,859.541352
501.99003,3370,919.115409
509.99003,750,933.682558
510.99003,1569,960.077528
508.99003,773,974.808816
299.99003,658,987.838283
507.99003,776,1002.669243
283.990028,743,1013.419593
607.99003,2286,1053.848927
520.99003,842,1069.553185
489.99003,770,1084.320423
700.99003,2260,1124.246685
526.99003,2371,1169.563105
519.99003,882,1182.30652
518.99003,749,1196.943314
556.99003,1387,1224.15294
518.99003,935,1237.559665
518.99003,775,1252.493395
515.99003,620,1265.182213
507.99003,817,1280.559797
508.99003,1009,1298.84803
509.99003,3825,1364.800876
561.99003,1397,1392.329345
583.99003,1252,1413.918818
585.99003,1836,1447.562992
518.99003,1132,1467.4185
597.99003,790,1482.377434
905.99003,1180,1503.009948
520.99003,1354,1526.242554
596.99003,1214,1547.252738
514.99003,722,1561.179953
507.99003,1083,1580.375493
510.99003,813,1595.717131
518.99003,948,1613.049195
506.99003,738,1623.699903
491.99003,757,1638.150938
483.99003,659,1651.3066
971.99003,1808,1684.521827
973.99003,1293,1706.815136
986.99003,1198,1727.50381
477.99003,638,1740.292255
525.99003,1000,1758.22394
562.99003,806,1769.847168
986.99003,1209,1794.525212
1002.99003,1137,1814.369257
502.99003,724,1824.8057
498.99003,634,1837.492728
539.99003,608,1849.897754
486.99003,791,1861.353181
602.99003,752,1875.828066
682.99003,838,1891.363039
459.99003,1171,1911.849396
986.99003,1026,1930.320832
997.99003,1166,1950.861323
720.99003,1127,1970.575508
942.99003,1218,1995.231985
529.99003,790,2006.550678
947.99003,1299,2032.536395
496.99003,641,2041.775328
581.99003,2115,2079.580558
504.99003,614,2092.033231
503.99003,603,2104.410439
961.99003,1111,2124.103401
500.99003,612,2132.849641
526.99003,713,2146.576865
507.99003,594,2155.138551
570.99003,813,2170.539827
510.99003,703,2184.425385
989.99003,1162,2204.898634
490.99003,638,2217.665255
512.99003,600,2226.303749
502.99003,675,2239.685028
978.99003,1189,2260.487243
976.99003,1398,2284.18683
471.99003,816,2299.501967
520.99003,586,2311.644106
637.99003,871,2327.694208
988.99003,1110,2347.597233
619.99003,614,2356.402937
646.99003,676,2369.856301
537.99003,582,2381.866189
663.99003,674,2391.548075
974.99003,1214,2412.815834
629.99003,631,2425.523988
598.99003,729,2439.572719
504.99003,618,2448.465937
974.99003,1165,2472.364763
987.99003,862,2484.828135
588.99003,609,2497.295766
625.99003,702,2511.069397
536.99003,582,2519.544585
979.99003,1039,2538.170188
955.99003,3050,2593.135745
981.99003,935,2610.214808
574.99003,593,2622.471923
969.99003,1679,2650.323815
933.99003,1616,2680.921671
966.99003,843,2696.69584
969.99003,869,2712.922838
986.99003,855,2725.273642
982.99003,888,2741.776992
981.99003,896,2758.366029
966.99003,954,2775.711112
976.99003,843,2791.443315
989.99003,840,2807.175261
985.99003,855,2823.216697
973.99003,840,2835.262729
973.99003,809,2850.615963
981.99003,860,2866.651681
985.99003,852,2882.505297
981.99003,894,2899.026517
986.99003,939,2916.270888
767.99003,996,2934.273378
990.99003,855,2950.284397
982.99003,806,2961.775745
990.99003,851,2977.712402
990.99003,841,2993.545221
989.99003,859,3009.57125
886.99003,785,3024.417799
653.99003,605,3033.097194
978.99003,870,3049.498938
984.99003,859,3065.66458
977.99003,915,3082.34306
985.99003,862,3098.428317
991.99003,882,3111.053567
975.99003,883,3127.38183
906.99003,1836,3161.211824
993.99003,877,3177.61751
973.99003,830,3193.20178
986.99003,827,3208.691173
972.99003,873,3221.329689
978.99003,798,3236.663867
959.99003,838,3252.354215
986.99003,834,3268.039309
982.99003,876,3284.278265
985.99003,831,3299.95804
992.99003,827,3311.915874
982.99003,818,3327.491527
988.99003,852,3343.408872
983.99003,815,3358.825006
985.99003,830,3374.470666
969.99003,855,3386.785433
991.99003,858,3402.773911
993.99003,844,3418.747044
979.99003,799,3433.874188
979.99003,790,3448.905171
981.99003,802,3460.494882
986.99003,848,3476.370795
984.99003,829,3491.993035
981.99003,812,3507.428807
988.99003,831,3522.971297
982.99003,782,3534.220574
981.99003,838,3549.904902
607.99003,1683,3581.594983
987.99003,838,3597.163556
976.99003,844,3612.936701
219.990022,1784,3642.192666
983.99003,863,3658.245787
985.99003,836,3673.92013
989.99003,859,3689.991106
979.99003,823,3705.442314
986.99003,858,3717.92328
984.99003,861,3734.139689
985.99003,836,3749.944943
976.99003,872,3766.248497
973.99003,766,3781.136844
983.99003,883,3797.52943
977.99003,765,3808.543424
973.99003,854,3824.54922
985.99003,801,3839.663145
984.99003,839,3855.339258
977.99003,848,3871.273914
982.99003,792,3882.586945
979.99003,781,3897.571064
989.99003,802,3912.720958
988.99003,839,3928.360024
974.99003,863,3944.434618
987.99003,842,3956.53394
992.99003,792,3971.700333
989.99003,886,3988.196021
990.99003,915,4005.076815
990.99003,884,4021.484058
980.99003,798,4036.557671
967.99003,960,4054.168047
981.99003,879,4066.760082
985.99003,843,4082.418556
979.99003,969,4100.091998
987.99003,829,4115.883424
990.99003,813,4131.177834
992.99003,908,4148.153661
978.99003,869,4160.658982
989.99003,944,4177.835255
990.99003,944,4195.203896
978.99003,872,4211.234712
37.99,644,4224.180888
980.99003,996,4242.176067
982.99003,853,4258.121366
979.99003,993,4276.046453
983.99003,915,4289.310211
983.99003,869,4305.394265
985.99003,923,4322.430947
985.99003,859,4338.45133
973.99003,843,4354.355116
988.99003,941,4371.505229
988.99003,1005,4389.787907
987.99003,1093,4409.047008
977.99003,887,4425.525473
972.99003,834,4441.321259
990.99003,879,4453.957394
988.99003,922,4470.976165
990.99003,897,4487.526846
971.99003,925,4504.425615
985.99003,872,4520.687237
978.99003,829,4536.331159
976.99003,913,4553.183975
978.99003,820,4564.967972
988.99003,896,4581.443821
983.99003,861,4597.539008
981.99003,838,4613.282099
985.99003,837,4628.989589
976.99003,824,4644.517046
967.99003,901,4661.204802
975.99003,846,4673.34015
968.99003,926,4690.164595
985.99003,886,4706.729095
989.99003,953,4724.057134
969.99003,894,4740.497098
976.99003,815,4755.835683
970.99003,788,4770.957602
