r,l,t
556.940032,6358,122.097596
543.940031,6765,242.816138
265.94,5528,343.906192
491.940035,6634,461.360433
933.940031,14866,729.443572
518.94003,7755,866.80817
613.94003,6198,978.141588
523.94003,3527,1043.636157
509.94003,4678,1125.697844
648.94003,4475,1208.754044
676.94003,6913,1330.098634
669.94003,4347,1411.06737
682.94003,6861,1531.467556
668.94003,5935,1638.363908
2003.940092,3431,1702.262512
1399.940061,4411,1779.899653
2168.940092,5107,1871.392008
665.94003,4738,1957.622527
1483.940061,3482,2018.334759
942.94003,9388,2186.152139
1413.940061,2504,2233.130281
1542.940061,6355,2346.445749
2028.940092,5205,2439.495579
1514.940061,3218,2496.594432
1604.940061,4796,2584.057451
1516.940061,4490,2663.403779
1531.940061,4975,2753.379567
1616.940066,4681,2835.213974
1432.940061,4563,2919.173834
1515.940063,5186,3012.111759
1550.940061,5834,3117.760461
1481.940063,4963,3207.588612
1418.940061,4319,3284.439191
1442.940061,2489,3327.935477
1440.940061,2367,3372.970418
1498.940061,3584,3435.555151
1568.940061,2932,3488.800477
1445.940061,3672,3552.556395
659.94003,6040,3661.201639
1885.940089,3206,3718.329885
1584.940061,6121,3828.979526
1567.940061,4042,3901.618537
1580.940061,3875,3971.905064
1501.940061,5872,4078.402544
1557.940061,4248,4154.445631
1533.940061,3421,4214.495644
1562.940061,4767,4301.335979
1519.940061,3168,4358.003911
1636.940061,4960,4447.72241
987.94003,3121,4503.46766
1528.940061,3921,4574.565437
1534.940061,4955,4664.155471
1579.940061,3249,4721.780353
1561.940061,3441,4782.06403
1561.940061,4926,4871.146437
1575.940061,4834,4959.122338
1455.940061,2555,5003.099909
1520.940061,5492,5103.98513
1474.940061,4761,5186.967532
1564.940061,6542,5306.507834
1464.940061,4195,5381.603881
1527.940061,4864,5469.920355
1560.940061,4842,5554.277144
1637.940061,3975,5626.160028
2110.940092,3997,5698.368209
1620.940061,4669,5783.808208
1926.940089,3543,5845.760643
1556.940061,4009,5917.931575
2481.940091,4886,6006.44153
2396.940092,6078,6115.563855
2306.940092,6215,6226.843748
1858.940085,5090,6318.470373
2312.940092,4572,6398.890222
2280.940092,6250,6510.389943
2239.940091,5383,6609.826739
2243.940091,4967,6695.678115
2872.940123,7368,6830.715897
2217.940092,5509,6928.043508
1486.940061,3835,6997.628101
2046.940093,15641,7277.651655
2120.940092,4240,7353.252082
2315.940092,4956,7443.400464
2239.940091,6354,7556.75798
2195.940092,4195,7631.412022
2171.940092,4765,7718.443398
2058.940092,3486,7779.777606
2149.940092,4080,7852.952524
2080.940092,7080,7980.233346
1422.940061,3823,8049.663635
1438.940061,6091,8159.136935
761.94003,5899,8265.951123
2427.940091,5092,8357.511507
2197.940091,6683,8475.513994
1758.940073,6293,8587.955585
2163.940091,3539,8653.606281
2202.940091,9041,8816.833756
2227.940091,4461,8895.783589
2847.940122,6083,9005.336463
2570.940091,4661,9090.82211
1447.940061,3687,9154.823866
2355.940091,3393,9215.423453
2277.940091,6556,9336.611595
2387.940091,3595,9407.709526
2583.9401,5478,9512.693644
2287.940091,7097,9641.44357
2499.940091,5238,9735.723038
2382.940092,5828,9838.436497
2213.940091,20073,10203.659687
2479.940091,10529,10393.867391
2280.940091,5119,10487.111813
2389.940091,4763,10573.771851
2480.940093,7502,10707.6298
2244.940091,3344,10770.36218
3037.940122,9859,10945.299009
2440.940091,5707,11049.493931
2255.940091,19830,11405.229714
2298.940091,4736,11491.875899
1488.940062,2760,11539.083159
2874.940121,8032,11692.945474
2299.940091,4635,11784.929081
2389.940091,3150,11842.056895
2355.940091,5258,11936.709835
2277.940091,7447,12079.400091
2431.940091,6143,12190.229637
1421.940061,3255,12251.811173
2288.940091,4921,12337.546484
2240.940091,4857,12426.133409
2145.940091,4503,12505.660088
2969.940124,7765,12646.363434
2898.940121,7128,12774.635547
2091.940091,3008,12828.343351
2509.940091,3524,12889.927063
2986.940122,5136,12981.835512
2607.940107,4533,13065.653783
3210.940122,11969,13282.67897
2460.940091,5500,13380.184675
2384.940091,5491,13477.53198
2984.940122,5775,13582.794794
2989.940121,11888,13797.639452
3047.940122,11383,14001.862922
2978.940121,8190,14149.193721
976.94003,5297,14243.857638
1536.94006,9789,14417.787771
2868.94012,9289,14584.747882
3030.940121,7101,14712.642818
2489.940091,4380,14793.902232
3243.940122,6936,14915.760504
2946.940121,4268,14995.857462
2907.940122,5608,15094.671064
1834.940081,3215,15152.12807
1389.94006,4892,15240.640538
2345.940091,8100,15386.736568
2996.94012,3905,15457.567523
2896.940121,6517,15572.731553
2833.940122,5577,15674.551543
2930.94012,5697,15774.979549
2982.940121,12344,15996.293515
3085.94012,11991,16215.643895
2936.940121,8545,16372.727508
2399.94009,7098,16500.294424
2694.94012,23192,16918.253069
3031.94012,6891,17043.030611
2264.94009,3908,17110.283355
2661.940105,4792,17197.876226
2235.940094,4195,17272.855901
2992.94012,5165,17365.607529
3066.94012,5083,17456.911917
3014.940122,4053,17529.735406
3061.94012,5517,17631.026598
3034.94012,4374,17708.545079
2360.94009,3069,17763.640213
3215.94012,8586,17916.6817
2961.940121,5479,18017.559834
3246.94012,7805,18155.275629
3225.940121,4518,18238.885791
3269.94012,4251,18314.765619
3259.94012,4000,18386.829699
3079.94012,4761,18469.89555
2954.94012,3910,18540.694123
3227.94012,6131,18650.958095
3215.94012,3847,18721.088039
3138.94012,3230,18778.524564
3272.94012,6194,18889.569035
3203.94012,4117,18963.374744
3260.94012,5180,19055.988275
3243.94012,3288,19114.284252
3204.94012,4365,19195.395589
3213.94012,4666,19277.245812
4509.94015,4508,19360.357009
4527.94015,4333,19437.278646
2482.94009,2852,19489.417463
2887.94012,5410,19585.660212
3250.94012,4349,19662.74738
3197.94012,4562,19746.81224
3236.94012,5441,19843.351527
3252.94012,5087,19934.790888
970.94003,5533,20032.939569
969.94003,6338,20146.305766
1314.94006,6564,20266.284364
4545.94015,4263,20342.209996
3307.94012,3365,20402.039634
3280.94012,3562,20467.806894
4559.94015,3859,20538.151594
4561.94015,4107,20611.539733
4497.94015,3379,20670.851891
4572.94015,4287,20747.089415
3050.94012,3521,20812.53404
4871.94015,4944,20898.275027
3097.94012,3426,20961.913934
4526.94015,4589,21042.064568
2674.94012,3825,21111.685737
4681.94015,4965,21201.442112
4674.94015,4694,21283.257579
4991.94015,3971,21354.785572
4792.94015,4260,21430.219638
4759.94015,4417,21511.803458
4643.94015,4806,21595.25131
4615.94015,4633,21679.823502
4913.94015,4023,21752.102342
975.94003,3244,21809.586551
4906.94015,4387,21886.975005
5369.94015,4721,21973.111621
4917.94015,4215,22048.078205
5334.94015,4576,22131.506011
4612.94015,4060,22200.48112
4857.94015,3915,22271.002173
4709.94015,4149,22344.826996
3212.94014,3917,22415.629215
5164.94015,3921,22486.118813
3329.94015,5561,22584.943551
4956.94015,4361,22680.072136
4831.94015,4715,22768.656144
4496.94015,3653,22836.215382
4537.94015,6312,22948.686944
5276.94015,4392,23026.349557
4769.94015,4712,23113.215347
4565.94015,3721,23182.407794
4545.94015,3922,23252.089162
5171.94015,4495,23335.407658
6130.94015,5583,23435.696001
5555.94015,4755,23526.700451
4578.94015,3926,23597.713885
1979.940088,3505,23660.335221
5762.94015,3958,23732.465405
2847.94012,4369,23811.705159
4461.94015,4329,23892.79755
6170.94015,4185,23967.556362
4890.94015,3884,24035.006341
4652.94015,3888,24105.183309
5756.94015,4107,24178.604115
5261.94015,3777,24246.951438
4881.94015,3626,24309.985349
2856.94012,4390,24391.851086
5837.94015,4009,24463.903495
5323.94015,3742,24528.496593
5424.94015,4640,24613.009139
7037.94015,4047,24685.250015
5269.94015,3956,24756.554417
4818.94015,3514,24817.597535
5771.94015,3924,24888.279882
5595.94015,4263,24963.963762
5137.94015,4472,25042.598115
4790.94015,4128,25116.376085
5085.94015,3688,25183.849752
3282.94012,3344,25242.644765
7055.94015,4464,25324.941482
5339.94015,4046,25397.48193
5554.94015,4063,25470.523977
9057.45015,5249,25563.730548
6279.94015,4238,25639.193745
5010.94015,3718,25707.05766
5215.94015,4071,25780.363814
4687.94015,5027,25867.3189
5191.94015,3748,25936.114972
5359.94015,4310,26012.273533
4825.940148,3997,26084.324162
5384.94015,3923,26154.971562
5187.94015,4651,26239.782068
4939.940151,4695,26321.543682
3310.94012,7053,26448.371389
5840.94015,4253,26524.18348
5432.94015,4166,26598.719952
5233.94015,4598,26683.1086
5281.94015,4120,26756.781206
5646.94015,3935,26827.739659
3262.94012,4322,26904.348177
4717.94015,3927,26975.338222
2796.94012,3189,27032.015497
4855.94015,4099,27105.345855
9181.45015,5002,27194.870855
4526.94015,3452,27255.591988
5934.94015,4829,27343.143538
5910.94015,3968,27414.788342
6086.94015,3768,27479.706302
5755.940148,4455,27561.415933
4750.94015,3700,27625.535242
4847.94015,4063,27698.320596
4988.94015,4106,27771.8353
6188.94015,4324,27852.245677
1809.94009,7204,27981.065825
5971.94015,4408,28058.26901
5560.940148,3956,28129.416037
5082.94015,3980,28200.940401
5565.94015,4050,28273.385815
6078.94015,3905,28340.306103
5112.94015,4165,28414.705647
5675.94015,3815,28483.746699
4853.94015,3816,28552.927902
5544.94015,4061,28625.707416
4858.94015,4050,28698.131187
4520.94015,3755,28766.283526
5630.94015,3929,28833.195993
5055.94015,4042,28905.466413
5069.94015,3790,28974.924157
5208.94015,4315,29051.188374
4992.94015,3649,29117.770405
5496.940148,3743,29182.282151
5044.94015,3663,29249.3006
4833.94015,3777,29317.87132
5661.94015,3627,29380.958595
5330.94015,4245,29456.167546
6238.94015,3701,29523.470413
6329.94015,4501,29602.243224
6333.94015,3901,29672.623027
5112.940148,3940,29743.612314
5534.94015,4024,29815.836179
5747.94015,3926,29886.403476
6063.94015,3601,29948.923573
5819.94015,4298,30028.411202
5862.94015,4150,30102.386918
5739.94015,3886,30168.975163
5510.94015,3819,30238.015295
5786.94015,3929,30308.631509
5632.94015,4343,30385.479649
6009.94015,4802,30472.179682
