r,l,t
486.950031,9102,170.042849
581.95003,6196,281.164066
692.950031,8789,440.205744
615.950031,5472,537.031392
597.95003,8568,692.803787
686.95003,4216,767.849393
557.95003,5814,873.991976
506.95003,3774,939.288496
624.95003,3161,995.645748
594.95003,4745,1082.508189
509.95003,5658,1182.547535
810.95003,7330,1317.441347
1419.950061,4399,1395.407034
1226.950054,3186,1452.071951
773.95003,4289,1528.340439
678.95003,5688,1631.761929
649.95003,6279,1743.496597
1553.950061,5947,1850.557428
1581.950061,3393,1910.14175
1398.950061,3636,1977.088202
611.95003,5032,2067.475988
1417.950061,2533,2111.161343
1400.950061,4467,2189.892696
1395.950061,2428,2235.860735
1569.950061,4429,2314.044795
1043.950039,18274,2642.783756
1438.950066,3707,2710.746557
1508.950063,5529,2808.609727
1529.950061,4554,2888.747919
1515.950063,6616,3009.59034
1211.950052,2102,3047.116575
1515.950063,5292,3141.416507
1451.95006,3081,3196.82972
1580.950061,5930,3304.216026
1525.950061,4909,3393.41355
1545.950061,3785,3459.002221
108.95,4536,3542.539526
1492.950061,2314,3583.20877
1613.950061,4640,3668.042247
1567.950061,5789,3770.002549
1607.950061,3141,3826.432914
1552.950061,4140,3900.505821
1534.950061,6240,4012.184467
121.950012,2964,4065.840534
1530.950061,3831,4135.603116
1427.950061,3958,4207.277767
1463.950061,2649,4256.39741
1570.950061,5423,4352.813524
1598.950061,2835,4404.513413
816.95003,5629,4503.777825
1533.950061,2757,4554.55776
1539.950061,3633,4617.701747
1535.950061,2232,4660.874242
1482.950061,2356,4701.889319
1534.950061,3354,4760.955844
1422.950061,2180,4799.603234
1551.950061,3249,4857.382879
1602.950061,4434,4939.544004
1463.950061,2679,4985.198163
1473.950061,6484,5104.066793
1542.950061,3918,5174.830707
1442.950061,2649,5220.114479
1455.950061,2400,5262.068398
1483.950061,3325,5324.529987
1534.950061,8076,5470.138427
1506.950061,3631,5533.538618
2085.950092,5237,5627.089722
1556.950061,2527,5674.50534
1609.950061,5011,5764.761945
1550.950061,2840,5812.921
2218.950092,3740,5881.174926
1666.950063,3085,5936.609699
2270.950092,5338,6031.487796
1487.950061,3892,6102.062661
1478.950061,3516,6167.184643
2036.950092,3848,6233.547476
1413.950061,2610,6282.173301
1627.950061,4193,6357.161666
2173.950092,4150,6431.376065
2186.950092,4363,6508.42258
2030.950092,6113,6618.297746
1479.950061,2429,6664.265697
2192.950092,6484,6779.346761
2304.950092,4356,6856.523721
1178.950072,3680,6923.767361
2035.950093,5779,7024.978146
2164.950093,3203,7085.790058
2066.950091,4725,7168.413649
2267.950092,4273,7244.614246
1534.950061,3031,7298.981441
2052.950092,4966,7389.095891
1805.950079,7216,7518.713267
2103.950092,3721,7586.877783
1493.950061,2301,7627.211086
2277.950092,3305,7685.819034
1739.950075,8366,7835.664171
2235.950092,4858,7923.702385
1639.950063,2837,7975.453702
1692.950069,2547,8019.115089
2119.950092,3791,8088.316616
1562.950082,4994,8178.368152
2252.950091,5128,8270.419321
2278.95009,4098,8344.035777
2448.950091,4593,8428.548074
2404.950091,7697,8564.820128
2267.950091,3146,8620.99415
2169.950091,3796,8690.442227
2136.950091,3205,8747.509705
2224.950091,3130,8803.725915
2439.950091,4742,8890.403304
1542.950061,2613,8934.951504
1632.950061,3310,8993.910165
2347.950091,5621,9096.824386
1994.950091,2467,9139.683074
2240.950091,2680,9189.46465
2237.950091,3444,9250.725007
2303.950091,3005,9304.920801
2263.950091,4144,9385.332717
2242.95009,3365,9455.105669
2373.950091,2683,9501.550028
2545.950096,11136,9703.926162
1231.950056,3197,9761.081193
2333.950091,4676,9847.017651
2964.950126,5091,9939.711761
2400.950091,7140,10068.714867
2218.950091,3253,10127.321777
2117.950091,11487,10335.147052
2432.950092,5432,10432.695037
2395.950091,7569,10571.395902
2315.950091,3532,10633.187794
2476.950091,5143,10725.710192
2374.950091,4581,10810.059396
2330.950091,2899,10862.656741
2600.950099,3947,10934.263272
2454.950091,4607,11015.234287
2303.950091,2515,11058.767604
2972.950122,6755,11181.733478
2851.950121,3659,11249.388784
2349.950091,3784,11315.168408
1775.950076,2816,11366.795973
2351.950091,6656,11488.30576
981.95003,2988,11538.809398
2410.950091,3277,11600.377749
2325.950091,3988,11680.143862
2337.950091,4221,11764.043589
3034.950121,12950,12003.107001
2946.950121,4585,12089.93435
2022.950091,2494,12133.372047
1761.950075,3752,12202.548724
2938.950122,13543,12445.73809
2515.950091,3532,12511.10822
2390.950091,3728,12575.499156
2381.950091,4910,12664.224237
2365.950091,3295,12722.734367
2424.950091,3348,12785.488168
3153.950122,11125,12981.374448
2194.950091,2907,13034.257236
2923.950121,5601,13137.341688
2494.950093,2967,13191.397816
971.95003,3408,13251.560627
3144.950119,7967,13395.614182
2276.950091,2711,13442.058336
2445.950091,3199,13502.838881
2479.950091,3141,13559.021747
2960.950121,4777,13641.997721
2401.950091,2906,13694.980807
2961.950121,4493,13774.385544
2390.950091,2962,13828.121588
2956.950121,7592,13966.865335
2816.950121,11682,14175.332041
2932.950121,4273,14251.529737
1392.95006,5378,14350.995313
2211.95009,3258,14409.036088
1669.950086,4691,14491.346236
2954.95012,3623,14558.333963
980.95003,5183,14651.385363
3026.950121,6203,14762.405333
2995.950122,4332,14839.371843
2357.950091,3502,14904.466255
1222.950055,7339,15036.114715
3022.950121,6860,15160.460519
3009.950122,8301,15309.22496
2330.950091,4992,15399.403639
2354.950091,2486,15442.524109
2339.950092,3617,15509.241751
2973.950121,6319,15621.374427
3002.950121,4508,15700.693816
3044.95012,8724,15859.247448
3023.95012,9778,16032.751205
1046.950038,2723,16082.984375
3044.95012,4852,16171.136911
1645.950086,5059,16270.025412
2995.95012,5710,16370.195889
2292.95009,3743,16438.525084
2956.95012,6208,16549.786486
1809.950076,3913,16621.013744
3058.95012,5408,16716.896355
2841.95012,7915,16860.121495
2229.950091,2628,16905.339401
2890.95012,4355,16982.711002
2987.95012,7902,17125.817447
2990.95012,2867,17178.122236
3022.95012,7286,17308.744021
3119.950125,7360,17440.207671
2331.950091,2760,17490.707652
2494.95009,4950,17580.1855
3072.95012,4847,17668.178205
3024.95012,3817,17733.960846
3079.95012,2772,17784.870834
3196.950121,4415,17863.112333
2510.950118,4332,17943.956109
2999.95012,3131,18000.001749
2987.95012,5414,18095.981051
3246.950118,4364,18173.394336
3011.95012,3700,18241.481775
3185.95012,3351,18300.866284
3070.950121,7240,18430.435964
3086.95012,3960,18501.830208
2974.95012,4558,18582.348057
3204.95012,4594,18666.691125
3338.95012,5710,18767.064053
3233.95012,4596,18851.661444
2379.95009,2525,18895.193767
3234.950118,3307,18957.357571
3152.95012,5839,19059.382766
3264.95012,4895,19148.089815
3220.95012,3701,19216.059126
3238.95012,3417,19276.289714
2995.95012,3702,19344.271962
3188.95012,3226,19401.571829
3156.95012,3773,19470.601681
3197.95012,4304,19547.176205
2362.95009,4101,19620.758607
3362.95012,3428,19681.127034
1393.95006,3559,19746.982807
3162.95012,3209,19804.058858
3322.95012,3392,19863.796709
3242.95012,3405,19923.760122
3776.95014,3819,19993.679305
970.95003,3553,20059.521775
949.95003,3140,20115.639778
3243.95012,3629,20178.838076
3671.95013,3613,20245.573793
3269.95012,7708,20382.416443
3278.95012,3304,20440.802654
4577.95015,3783,20509.921444
4811.950152,4552,20593.66706
4558.95015,4099,20666.885271
3314.95012,3636,20730.214528
4542.95015,3888,20800.808105
4786.95015,5409,20896.805647
4531.95015,4372,20977.65167
4736.95015,4412,21055.291906
4502.950152,5612,21154.208313
978.95003,3215,21211.465955
4561.95015,3576,21277.310001
4597.950148,3730,21345.302266
4533.95015,3980,21413.210964
4554.95015,4291,21492.889838
4807.95015,3889,21559.609687
4949.95015,4244,21638.515317
1818.95009,8760,21793.213804
4632.95015,4184,21867.755233
4579.95015,3216,21924.943019
2285.95009,3603,21990.975981
4810.95015,3369,22050.349536
4748.95015,3552,22115.571916
4517.95015,3287,22173.390106
5092.95015,3681,22237.201714
4677.95015,3300,22298.78082
4719.95015,3732,22363.133495
5384.95015,3960,22434.331426
4513.95015,3313,22492.433936
4478.950148,3903,22563.805922
4600.95015,3937,22639.977092
4689.95015,4117,22729.325513
4340.95015,3591,22796.116231
4907.95015,3821,22861.90574
4867.95015,5927,22968.603281
3302.95012,3768,23037.491075
4663.95015,3662,23101.944214
4498.95015,3384,23166.195094
4536.95015,3215,23224.141716
4532.95015,3657,23289.560952
4408.95015,3591,23355.903806
4561.95015,4045,23430.561866
4871.95015,4301,23511.265686
4640.95015,3523,23576.704794
5081.95015,3694,23641.009593
4714.95015,4175,23717.325899
3322.95012,3036,23772.889769
4653.95015,3214,23831.264747
4746.950148,3871,23901.593479
5396.95015,3994,23973.773752
5165.95015,3596,24040.521361
4835.95015,3474,24101.112506
4892.95015,3788,24169.973316
5140.95015,4409,24247.38174
4663.95015,3570,24309.569006
4993.95015,3556,24375.879842
