r,l,t
112.990114,550,8.621208
-1.01,187,10.999069
-1.01,564,17.324486
-1.01,248,20.15306
8.99001,832,30.0514
2.990004,345,34.793138
-1.01,483,40.475458
-1.01,388,45.946218
-1.01,397,50.818777
58.99006,421,68.105261
76.990078,486,73.868628
-1.01,220,76.390132
75.990077,597,83.373032
72.990074,387,88.67322
-1.01,237,91.569371
23.990025,362,96.205705
-1.01,282,99.526632
22.990024,535,106.102567
7.990009,504,113.244389
-1.01,531,133.694885
-1.01,483,140.497844
119.990121,732,151.057544
68.99007,817,162.609199
-1.01,624,171.632021
50.990052,517,179.109148
-1.01,415,184.988512
-1.01,330,202.47875
61.990063,411,208.470253
109.990111,912,221.258919
-1.01,168,223.693761
113.990115,482,230.695293
42.990044,337,235.692935
132.990134,784,246.846056
65.990067,612,255.705377
201.990199,701,277.716948
94.99,240,280.411041
125.990073,510,286.518479
122.990124,431,291.60702
220.990222,784,300.578618
61.990063,391,305.038599
-1.01,293,308.350766
184.990186,832,317.752649
94.990056,269,332.945137
112.99,216,335.372731
107.990109,337,339.14515
424.990426,1833,360.284759
34.990036,326,364.086725
104.990106,607,371.015673
13.990015,271,374.124722
-0.009999,175,376.182857
193.990195,523,394.291338
85.990087,376,398.587704
27.990029,241,401.417939
-1.01,209,403.823739
177.990179,476,409.333854
106.990108,629,416.660965
106.990108,430,421.565453
153.990155,445,426.675899
121.990123,728,435.054989
55.990057,436,452.038493
-1.01,255,454.918622
120.990122,349,458.861084
64.990066,357,462.903677
-1.01,269,465.896435
107.990101,350,469.830632
74.99,242,472.59694
106.990038,537,478.525107
128.99013,376,482.745829
213.990215,588,489.332575
67.990069,330,493.06266
180.990182,399,509.740323
103.990093,489,515.193186
96.99,244,517.925941
75.990033,332,521.642195
40.990042,307,525.075306
425.990427,1299,539.517311
-0.009999,377,543.736749
7.990009,225,546.253168
57.990059,322,549.893659
-0.009999,238,564.738281
154.990156,493,570.265182
-1.01,233,572.869133
40.990042,521,578.669021
8.99001,229,581.273156
-1.01,278,584.35505
159.990127,1440,600.347232
55.99,208,602.669259
17.99,207,604.97822
49.99,205,607.276398
22.99,178,609.306756
14.99,168,623.322932
43.99,223,625.839432
548.990409,1780,646.088987
97.990099,397,650.653151
21.990023,234,653.347435
198.9902,573,659.901173
105.990107,325,663.659997
-1.01,242,666.412785
117.990119,417,683.285185
208.99021,500,688.969801
192.990194,508,694.701463
246.990248,695,702.611141
95.990097,371,706.825745
117.990119,229,709.423849
84.990037,235,712.067075
65.99,208,714.434191
36.99,216,716.852515
491.990493,967,739.862556
254.990234,676,747.439601
90.99,315,750.963954
174.990136,497,756.5498
367.990369,838,765.955641
-1.01,298,769.278999
75.990077,288,772.48824
154.990156,440,777.350058
1.990003,231,779.936298
37.990039,216,782.302594
41.990043,224,784.845035
137.990087,1760,816.617498
47.99,211,818.961784
55.99,203,821.212677
50.99,231,823.793209
54.99,227,826.30114
529.99041,1560,856.00266
94.990048,225,858.545165
-1.01,200,860.840144
53.990028,986,872.114827
84.990086,655,879.583559
249.990251,960,890.670769
169.990171,520,896.722188
200.990202,520,915.005213
67.990069,347,918.983881
159.990161,387,923.429166
239.990241,476,928.856546
210.990212,500,934.59866
146.990148,454,939.829734
18.99002,168,941.706697
285.990287,724,949.889702
137.990139,421,954.693206
254.990244,592,973.526093
68.99,213,975.921136
70.99,298,979.372358
451.990453,775,988.122313
-1.01,169,990.022882
271.990273,598,996.76263
73.99,247,999.512358
42.99,245,1002.289123
70.990037,356,1006.25359
463.990465,846,1015.63587
68.99007,395,1032.119941
156.990158,437,1036.981032
45.990047,263,1039.884012
8.99001,198,1042.158666
147.990123,1161,1055.00913
14.99,185,1057.10404
71.99,222,1059.590957
77.99,219,1062.107688
34.99,230,1064.735581
443.990409,1468,1093.543
47.990049,241,1096.337352
-1.01,252,1099.266537
-1.01,167,1101.188971
-1.01,290,1104.548406
81.990083,497,1110.324519
135.990137,420,1115.193344
161.990163,556,1121.619304
11.990013,295,1125.072907
483.990485,807,1134.468244
168.99017,398,1151.354134
312.990181,441,1156.581185
371.990373,656,1164.20997
38.99004,265,1167.31311
212.990206,490,1172.878692
56.99,210,1175.290616
57.99,219,1177.835583
370.990343,678,1185.501523
102.990104,336,1189.302787
31.990033,167,1191.265172
245.990247,537,1209.529103
114.99,300,1212.944266
183.990147,582,1219.440234
687.990357,673,1227.077057
7.990009,233,1229.741141
57.990059,266,1232.746868
201.990203,456,1237.852459
148.990134,1083,1249.961276
22.99,180,1252.296819
62.99,217,1267.049335
16.99,178,1269.027227
61.99,245,1271.837692
58.99,237,1274.545132
672.990439,1408,1290.278801
212.990107,1459,1306.933328
184.990094,355,1310.966414
154.990156,456,1328.400864
