r,l,t
130.990132,2502,40.161198
43.990045,772,50.836554
-1.01,241,54.206211
66.990068,1134,91.334441
-1.01,490,98.10805
-1.01,289,102.155653
-1.01,373,107.316642
-1.01,197,110.032031
-1.01,394,115.508779
-1.01,254,119.066391
-1.01,350,123.913447
-1.01,421,129.767744
-1.01,1030,210.982365
-1.01,126,212.765297
-1.01,286,216.790848
-1.01,158,219.069118
-1.01,177,221.579745
-1.01,397,227.195704
-1.01,346,232.092259
-1.01,381,237.415604
-1.01,325,242.007202
-1.01,277,245.954806
-1.01,126,247.708038
-1.01,247,251.150781
-1.01,146,253.217061
-1.01,182,255.783813
-1.01,356,260.831096
-1.01,268,286.199827
-1.01,184,288.701101
7.990009,209,291.611707
-1.01,126,293.397887
-1.01,126,295.17909
-1.01,343,299.956446
-1.01,158,302.149629
-1.01,135,304.058239
-1.01,126,305.827666
-1.01,126,307.633143
-1.01,217,310.715942
-1.01,151,312.82679
-1.01,144,314.812343
-1.01,242,318.222629
-1.01,131,320.028579
-1.01,126,321.813263
-1.01,290,325.886704
-1.01,177,328.404908
-1.01,218,331.506319
-1.01,281,335.478825
-1.01,126,337.2557
-1.01,126,339.071532
-1.01,159,341.347083
-1.01,201,365.560953
-1.01,126,367.353046
-1.01,259,370.993654
-1.01,126,372.802598
-1.01,158,375.04618
-1.01,142,377.025271
-1.01,126,378.797935
-1.01,187,381.418472
-1.01,204,384.252182
-1.01,131,386.069777
-1.01,126,387.822098
-1.01,157,390.012064
-1.01,143,392.016383
-1.01,305,396.295698
-1.01,126,398.06502
-1.01,126,399.796767
-1.01,158,402.042593
-1.01,254,405.577906
-1.01,126,407.336786
-1.01,417,413.12815
-1.01,126,414.893343
-1.01,148,417.037939
-1.01,246,420.481322
-1.01,126,443.973067
-1.01,126,445.741178
-1.01,126,447.486151
-1.01,126,449.252395
-1.01,126,451.010147
-1.01,126,452.78134
-1.01,177,455.262865
-1.01,337,459.955629
-1.01,253,463.519971
-1.01,225,466.695271
-1.01,126,468.539377
-1.01,126,470.33769
-1.01,126,472.141129
-1.01,126,473.94896
-1.01,126,475.712366
-1.01,251,479.144033
-1.01,150,481.232
-1.01,126,483.00126
-1.01,126,484.79312
-0.009999,126,486.555259
-1.01,126,488.346139
-1.01,282,492.261547
-1.01,223,495.402798
-1.01,438,523.121845
-1.01,126,524.925186
-1.01,126,526.6705
-1.01,126,528.589429
311.990313,975,542.627143
-1.01,149,544.855101
-1.01,158,547.213645
-1.01,142,549.465279
-1.01,135,551.310983
-1.01,285,555.521738
23.990025,403,561.234485
47.990049,344,566.124198
57.990059,442,572.349365
-1.01,208,575.362346
200.990164,746,607.956731
20.990023,301,612.166754
-1.01,126,614.068574
-1.01,157,616.459141
-1.01,134,618.333728
-1.01,335,623.014502
-1.01,162,625.260042
-1.01,143,627.263415
-1.01,126,628.989007
-1.01,140,630.962598
-1.01,278,634.777583
-1.01,126,636.560989
-1.01,162,638.851466
-1.01,126,640.626532
-1.01,126,642.336561
-1.01,146,644.376305
-1.01,126,646.138073
-1.01,181,648.669255
-1.01,178,651.121054
-1.01,126,652.911287
-1.01,126,654.676599
-1.01,193,657.419578
0.990002,126,681.881091
-1.01,126,683.630228
-1.01,126,685.405275
-1.01,286,689.390331
-1.01,158,691.615563
-1.01,149,693.7225
-1.01,126,695.462126
-1.01,126,697.229935
-1.01,126,698.960186
-1.01,145,701.019644
-1.01,126,702.749106
-1.01,208,705.633653
-1.01,126,707.361134
-1.01,147,709.38699
-1.01,177,711.908185
-1.01,145,713.971036
-1.01,160,716.241824
-1.01,130,718.028554
-1.01,157,720.169223
-1.01,156,722.524732
-1.01,217,725.667584
-1.01,162,727.953196
-1.01,126,729.716169
-1.01,140,731.62097
-1.01,126,733.375967
-1.01,126,735.15887
-1.01,126,736.930843
-1.01,126,760.329271
-1.01,126,762.090976
-1.01,201,764.846285
-1.01,126,766.597208
-1.01,353,771.463635
-1.01,126,773.203494
-1.01,156,775.338697
-1.01,156,777.472087
-1.01,320,781.789786
-1.01,155,783.947808
-1.01,146,786.010564
-1.01,220,789.053826
-1.01,162,791.317269
-1.01,601,799.6877
-1.01,126,801.456522
-1.01,126,806.72457
-1.01,126,808.493105
-1.01,126,810.241171
-1.01,585,818.387615
-1.01,126,842.209131
-1.01,188,844.829116
-1.01,231,848.030966
-1.01,521,855.195643
-1.01,192,857.865082
-1.01,128,859.593299
-1.01,157,861.829915
-1.01,188,864.386553
-1.01,141,866.345131
-1.01,162,868.639838
-1.01,143,870.599484
-1.01,126,872.345069
-1.01,658,881.463745
-1.01,126,883.233061
-1.01,242,886.629105
-1.01,165,888.919554
-1.01,126,890.693403
-1.01,132,892.558532
-1.01,154,894.712234
-1.01,181,897.304216
-1.01,126,920.661236
-1.01,146,922.722358
239.990241,666,931.921147
4.990006,237,935.216489
-1.01,126,936.94418
-1.01,161,939.248116
-1.01,148,941.28627
-1.01,602,949.611845
-1.01,141,951.602476
-1.01,126,953.346693
-1.01,144,955.341227
-1.01,126,957.097565
-1.01,270,960.88943
-1.01,158,963.100718
6.990008,126,964.858855
-1.01,126,966.617256
-1.01,190,969.265783
-1.01,474,975.941265
-1.01,126,999.199668
-1.01,126,1000.929396
-1.01,144,1002.9288
-1.01,150,1005.028106
